titulo,nota,tipo de nota,diretor,generos
A Pele,6.125,0 a 10,Steven Shainberg,"Drama, História"
Os Profissionais,7.085,0 a 10,Richard Brooks,"Faroeste, Aventura, Ação"
Todo Dia,7.234,0 a 10,Michael Sucsy,"Romance, Fantasia"
A Enseada,7.928,0 a 10,Louie Psihoyos,Documentário
O Som do Caos,4.748,0 a 10,Steffen Geypens,Drama
Bámbola,4.268,0 a 10,Bigas Luna,"Comédia, Drama"
Em Busca do Vale Encantado X: A Grande Migração,6.3,0 a 10,Charles Grosvenor,"Animação, Aventura, Família"
Academia de Gênios,6.671,0 a 10,Martha Coolidge,"Comédia, Romance, Ficção científica"
O Anjo Assassino,6.0,0 a 10,George Armitage,"Ação, Crime, Drama, Thriller"
Seksi: Pantasya at Pelikula,1.0,0 a 10,Diretor não encontrado,Documentário
Guy Manley - A Real Movie,10.0,0 a 10,David Andersson,"Ação, Comédia, Ficção científica, Thriller"
Pânico no Deserto,5.647,0 a 10,Dave Payne,"Terror, Mistério"
金瓶梅2 愛的奴隸,6.3,0 a 10,Cash Chin Man-Kei,"Comédia, Drama, Romance"
As Superpoderosas,6.1,0 a 10,Jordan Gertner,"Ação, Comédia, Crime, Aventura"
12 Rounds 2: Reloaded,5.552,0 a 10,Roel Reiné,"Ação, Aventura"
Manderlay,6.9,0 a 10,Lars von Trier,Drama
A Redenção de Gabriel: Part I,6.9,0 a 10,Tosca Musk,"Drama, Romance"
The Red Pill,7.518,0 a 10,Cassie Jaye,Documentário
O Sal da Terra,8.111,0 a 10,Juliano Ribeiro Salgado,Documentário
L'Apollonide: Os Amores da Casa de Tolerância,6.55,0 a 10,Bertrand Bonello,Drama
Armageddon Time,6.507,0 a 10,James Gray,Drama
A Escolha,7.191,0 a 10,Ross Katz,"Drama, Romance"
Os Brutos Também Amam,7.4,0 a 10,George Stevens,"Drama, Faroeste"
Eterno 831,4.8,0 a 10,Kenji Kamiyama,"Animação, Drama, Aventura, Ficção científica"
Um Time de Malucos,4.861,0 a 10,Tom Brady,Comédia
Sayen: A Rota Seca,6.255,0 a 10,Alexander Witt,"Ação, Thriller"
The Queen of Black Magic,6.692,0 a 10,Kimo Stamboel,"Terror, Thriller"
Vinte Anos,5.9,0 a 10,Fernando Di Leo,Comédia
Futurama - O Jogo de Bender,6.905,0 a 10,Dwayne Carey-Hill,"Animação, Comédia, Ficção científica, Cinema TV"
De Repente 70,5.664,0 a 10,Katie Aselton,"Comédia, Fantasia, Drama"
O Despertar da Lenda,6.213,0 a 10,Roy Chow Hin-Yeung,"Drama, Ação"
Noivo em Pânico,6.768,0 a 10,Rick Famuyiwa,"Comédia, Drama, Romance"
O Gênio e o Louco,7.147,0 a 10,Farhad Safinia,"História, Drama, Mistério, Thriller"
Camaleões,6.7,0 a 10,Grant Singer,"Crime, Mistério, Thriller"
Six Shooter,7.17,0 a 10,Martin McDonagh,"Drama, Comédia, Crime"
West Side Stories: The Making of a Classic,8.0,0 a 10,Ursula Macfarlane,Documentário
Um Motorista em Apuros,5.565,0 a 10,Lisa Addario,Comédia
Mandela: O Caminho para a Liberdade,6.856,0 a 10,Justin Chadwick,"Drama, História"
Viver Duas Vezes,7.466,0 a 10,María Ripoll,"Comédia, Drama"
Crimes e Pecados,7.434,0 a 10,Woody Allen,"Comédia, Drama, Crime"
The Nephew,5.8,0 a 10,Eugene Brady,
Anita,5.142,0 a 10,Torgny Wickman,Drama
A Dança dos Vampiros,6.944,0 a 10,Roman Polanski,"Comédia, Terror"
Rocketeer,6.469,0 a 10,Joe Johnston,"Ação, Aventura, Ficção científica, Família"
A Última Missão,5.786,0 a 10,Matthew Hope,Ação
La llorona,6.845,0 a 10,Andrés Navia,Terror
Русская нимфетка: искушение,6.0,0 a 10,Armen Oganezov,"Drama, Romance"
Em um Bairro de Nova York,7.193,0 a 10,Jon M. Chu,"Drama, Romance"
O Círculo,5.5,0 a 10,James Ponsoldt,"Drama, Thriller, Ficção científica"
Insana,7.049,0 a 10,Gerard Barrett,Drama
Sakura Card Captor: O Filme,7.6,0 a 10,Morio Asaka,"Fantasia, Animação, Aventura"
O Ex-Namorado da Minha Mulher,5.206,0 a 10,Jesse Peretz,"Comédia, Romance"
Somos o que Somos,5.744,0 a 10,Jim Mickle,"Drama, Terror, Thriller"
Eu Posso Ouvir o Oceano,6.401,0 a 10,Tomomi Mochizuki,"Animação, Drama, Romance"
O Silêncio de Melinda,7.0,0 a 10,Jessica Sharzer,Drama
A Jurada,5.583,0 a 10,Brian Gibson,"Thriller, Crime, Drama"
Em Busca do Vale Encantado VI: O Segredo do Rochedo,6.1,0 a 10,Charles Grosvenor,"Animação, Aventura, Família"
Traição em Hong Kong,5.0,0 a 10,Olivier Assayas,"Thriller, Drama"
Assassinato em Primeiro Grau,7.166,0 a 10,Marc Rocco,"Crime, Drama"
Número 23,6.412,0 a 10,Joel Schumacher,"Thriller, Mistério, Crime"
Aroused,6.0,0 a 10,Deborah Anderson,Documentário
"Para Wong Foo, Obrigada por Tudo! Julie Newmar",7.3,0 a 10,Beeban Kidron,"Comédia, Drama"
Arn: O Reino ao Final da Jornada,6.3,0 a 10,Peter Flinth,"Ação, Aventura, Drama, História"
A Megera Domada,5.4,0 a 10,Anna Wieczur,"Romance, Comédia"
Combinação Perfeita,6.89,0 a 10,Stuart McDonald,"Comédia, Romance"
堕靡泥の星　美少女狩り,6.3,0 a 10,Norifumi Suzuki,"Terror, Thriller"
Ninho do Mal,6.267,0 a 10,Hanna Bergholm,"Terror, Fantasia, Drama"
Monolith,5.332,0 a 10,Ivan Silvestrini,"Thriller, Drama"
Anjos Rebeldes,6.5,0 a 10,Gregory Widen,"Terror, Fantasia, Thriller"
Incondicional,6.779,0 a 10,Brent McCorkle,Drama
Godzilla 2000,6.923,0 a 10,Takao Okawara,"Ação, Aventura, Família, Ficção científica"
Avatar: A Busca por Eywa,0.0,0 a 10,James Cameron,"Aventura, Ficção científica, Fantasia"
Monster High: Uma Festa de Arrepiar,6.8,0 a 10,Mike Fetterly,"Animação, Família"
Você é o Próximo,6.596,0 a 10,Adam Wingard,"Terror, Thriller, Mistério"
Battlestar Galactica: O Plano,6.8,0 a 10,Edward James Olmos,"Ficção científica, Ação, Drama"
O Monge Desce a Montanha,5.156,0 a 10,Chen Kaige,Ação
Efeito Colateral,5.76,0 a 10,Andrew Davis,"Ação, Thriller, Drama"
A Lista da Vingança,6.66,0 a 10,Editi Effiong,"Mistério, Thriller, Ação"
아내를 빌려드립니다,1.0,0 a 10,No Hyun-jin,Romance
Batman: Morte em Família,7.078,0 a 10,Brandon Vietti,"Animação, Ação"
O Garoto Lobisomem,7.65,0 a 10,Jo Sung-hee,"Romance, Fantasia"
Acampamento Sinistro,6.3,0 a 10,Robert Hiltzik,Terror
Aquele Que Sabe Viver,8.219,0 a 10,Dino Risi,"Drama, Comédia"
Correntes do Inferno,5.193,0 a 10,Paul Nicholas,"Ação, Crime, Drama, Thriller"
Os Simpsons Encontram os Bocellis em Feliz Navidad,5.819,0 a 10,David Silverman,"Animação, Família, Comédia"
O Estrangulador de Boston,6.679,0 a 10,Matt Ruskin,"Crime, Mistério, Thriller"
De battre mon cœur s'est arrêté,6.939,0 a 10,Jacques Audiard,"Música, Drama, Crime"
聊齋花弄月,7.4,0 a 10,Lam Yee Hung,Fantasia
Último Desejo,5.308,0 a 10,James Franco,Drama
Bilhete Premiado,5.125,0 a 10,Nora Ephron,"Comédia, Crime"
Status Update: Perfil dos Sonhos,7.345,0 a 10,Scott Speer,"Comédia, Fantasia, Ficção científica"
Harriet,7.341,0 a 10,Kasi Lemmons,"Drama, História"
Malum,5.5,0 a 10,Anthony DiBlasi,Terror
Latency,5.75,0 a 10,James Croke,"Ficção científica, Thriller, Terror"
Gangnam Blues,6.614,0 a 10,Yoo Ha,"Ação, Crime, Thriller"
Everly: Implacável e Perigosa,5.497,0 a 10,Joe Lynch,"Thriller, Ação"
Dívida Perigosa,6.193,0 a 10,Martin Zandvliet,"Crime, Drama, Mistério"
A Rosa Venenosa,4.619,0 a 10,George Gallo,"Thriller, Crime"
Uma Cidade Que Surge (Dodge City),6.871,0 a 10,Michael Curtiz,Faroeste
젊은 엄마 친구,1.0,0 a 10,Yoo Hae-jong,Romance
Ode ao meu Pai,7.509,0 a 10,JK Youn,Drama
メンエスでしようよ 三上悠亜,5.0,0 a 10,TAKE-D,Documentário
O Otário,5.385,0 a 10,Amy Heckerling,"Comédia, Romance"
Paixão Obsessiva,6.185,0 a 10,Lance Daly,"Drama, Thriller, Mistério"
V.I.P.,7.782,0 a 10,Park Hoon-jung,"Crime, Thriller, Ação"
Jane Eyre,7.216,0 a 10,Cary Joji Fukunaga,"Drama, Romance"
Caiu do Céu,6.391,0 a 10,Danny Boyle,"Comédia, Crime, Drama, Família"
望月,0.0,0 a 10,Law Yiu-Fai,"Drama, Família"
Um Filme de Ovos,7.75,0 a 10,Gabriel Riva Palacio Alatriste,"Animação, Comédia, Família"
Samaritan Girl,6.977,0 a 10,Kim Ki-duk,Drama
AGGRO DR1FT,5.867,0 a 10,Harmony Korine,"Crime, Fantasia"
Heróis Esquecidos,7.5,0 a 10,Raoul Walsh,"Crime, Drama, Thriller"
"Patrulha Canina: Preparar, Correr, Resgatar!",7.1,0 a 10,Keith Chapman,"Animação, Família"
Diversão Macabra,5.636,0 a 10,John Simpson,"Terror, Mistério"
Tem Alguém na Sua Casa,5.4,0 a 10,Patrick Brice,"Terror, Mistério"
アニメ『NARUTO -ナルト-』20周年記念・完全新作 PV “ROAD OF NARUTO”,7.675,0 a 10,Yoshifumi Sasahara,"Animação, Ação"
가슴 큰 여대생,1.0,0 a 10,Lee Dong-Joon,"Drama, Romance"
Soldado Anônimo 3: O Cerco,6.207,0 a 10,William Kaufman,"Guerra, Ação, Drama"
Death Note: Iluminando um Novo Mundo,6.427,0 a 10,Shinsuke Sato,"Crime, Terror, Ficção científica, Thriller"
Caçada ao Presidente,5.492,0 a 10,Jalmari Helander,"Ação, Aventura, Thriller"
ベクシル 2077日本鎖国,6.674,0 a 10,Fumihiko Sori,"Animação, Ficção científica"
Linha de Ação,5.931,0 a 10,Allen Hughes,"Thriller, Crime, Drama"
Forbidden,5.3,0 a 10,Robert Kubilos,"Drama, Romance"
Perigo Para a Sociedade,7.506,0 a 10,Albert Hughes,"Drama, Crime"
Iron Maiden: Flight 666,7.711,0 a 10,Scot McFadyen,"Documentário, Música"
Popcorn - O Pesadelo Está de Volta,5.669,0 a 10,Mark Herrier,"Comédia, Terror"
A Montanha Enfeitiçada,5.816,0 a 10,Andy Fickman,"Aventura, Família, Fantasia, Ficção científica, Thriller, Ação"
Curso de Verão,6.377,0 a 10,Carl Reiner,Comédia
Último Momento de Clareza,5.2,0 a 10,James Krisel,"Drama, Mistério, Thriller"
Black '47,6.557,0 a 10,Lance Daly,"Drama, Faroeste"
Agonia e Êxtase,7.0,0 a 10,Carol Reed,"Drama, História"
La Tulipe noire,6.259,0 a 10,Christian-Jaque,Aventura
O Aventureiro: A Maldição da Caixa de Midas,5.628,0 a 10,Jonathan Newman,"Fantasia, Aventura, Família"
Fugindo do Amor,7.204,0 a 10,Steven K. Tsuchida,"Romance, Comédia"
Godzilla vs. Mothra,6.846,0 a 10,Takao Okawara,"Ação, Aventura, Fantasia, Ficção científica"
Dead Leaves,6.9,0 a 10,Hiroyuki Imaishi,"Animação, Comédia, Crime, Ficção científica"
Swimming with Sharks,6.617,0 a 10,George Huang,"Crime, Comédia"
Um Ninho para Dois,6.961,0 a 10,Theodore Melfi,Drama
Lion: Uma Jornada para Casa,8.068,0 a 10,Garth Davis,Drama
"Yojimbo, o Guarda-Costas",8.1,0 a 10,Akira Kurosawa,"Drama, Thriller"
江南：在爱开始的地方等你,0.0,0 a 10,Kang Rui,"Romance, Mistério"
A Dream Beyond the Dark,0.0,0 a 10,Laura Pellegrini,"Drama, Romance"
Abandonadas,6.3,0 a 10,Ying-Ting Tseng,"Drama, Mistério, Crime, Thriller"
Kazaam,4.178,0 a 10,Paul Michael Glaser,"Fantasia, Comédia, Família"
Tropas Estelares: Invasores de Marte,5.867,0 a 10,Shinji Aramaki,"Ação, Animação, Ficção científica"
Desejo Proibido,6.546,0 a 10,Jane Anderson,"Romance, Drama"
O Último Trem,6.118,0 a 10,Ryûhei Kitamura,"Terror, Mistério, Fantasia"
A Sombra de uma Dúvida,7.5,0 a 10,Alfred Hitchcock,Thriller
O Pai da Noiva,6.402,0 a 10,Gary Alazraki,"Romance, Comédia, Drama"
Amonite,7.0,0 a 10,Francis Lee,"Romance, Drama"
A Caixa,5.629,0 a 10,Richard Kelly,"Thriller, Ficção científica"
Meus Queridos Presidentes,6.0,0 a 10,Peter Segal,Comédia
O Prazer de sua Companhia,5.542,0 a 10,Michael Ian Black,"Comédia, Romance"
21 paraíso,6.2,0 a 10,Néstor Ruiz Medina,Drama
Um Dia de Louco,5.427,0 a 10,Nora Ephron,"Comédia, Drama, Romance"
Radio Flyer,7.0,0 a 10,Richard Donner,Drama
Leviathan,5.947,0 a 10,George P. Cosmatos,"Aventura, Terror, Thriller, Ficção científica"
O Homem com Punhos de Ferro 2,5.5,0 a 10,Roel Reiné,"Ação, Aventura"
El fuego que hemos construido,4.0,0 a 10,Luis Fontal,
O Último Refúgio,5.6,0 a 10,Rodrigo H. Vila,"Ficção científica, Ação, Drama, Thriller"
Garoojigi: Um Conto Erótico,5.8,0 a 10,Shin Han-sol,"Comédia, Fantasia, Drama"
Der Kölner Dom - Die französische Kathedrale am Rhein,0.0,0 a 10,Leonard Claus,"Documentário, Cinema TV"
Menjelang Magrib,5.2,0 a 10,Helfi C.H. Kardit,"Terror, Drama, Mistério"
Siapa Buka Lampu,0.0,0 a 10,Reka Wijaya,Terror
変な家,8.3,0 a 10,Junichi Ishikawa,Thriller
A Cor Que Caiu do Espaço,6.019,0 a 10,Richard Stanley,"Terror, Ficção científica, Mistério, Thriller"
Punhos de Campeão,7.3,0 a 10,Robert Wise,"Drama, Crime"
Fábrica de Sonhos,6.7,0 a 10,Julian Jarrold,"Comédia, Drama, Música"
A Última Diligência,6.037,0 a 10,Gordon Douglas,Faroeste
O Dia Perfeito,5.67,0 a 10,Mitch Rouse,"Ação, Comédia"
Um Chamado Natalino,6.332,0 a 10,Tim Story,"Fantasia, Família, Comédia"
Veludo Azul,7.619,0 a 10,David Lynch,"Mistério, Thriller, Crime"
Emily,6.976,0 a 10,Frances O'Connor,"História, Drama, Romance"
여직원의 맛,5.3,0 a 10,Choi Woo-seong,"Drama, Romance"
సలార్: పార్ట్ 2 - శౌర్యాంగ పర్వం,0.0,0 a 10,Prashanth Neel,Ação
Byzantium: Uma Vida Eterna,6.287,0 a 10,Neil Jordan,"Drama, Fantasia, Thriller"
Caçada Selvagem,5.519,0 a 10,David Hackl,"Ação, Thriller"
달콤한섹스,6.417,0 a 10,Park Sun-Uk,"Romance, Drama"
Demons: Filhos das Trevas,6.6,0 a 10,Lamberto Bava,Terror
Godzilla Contra-Ataca,6.0,0 a 10,Motoyoshi Oda,"Ficção científica, Terror"
完美世界剧场版（总集篇）,4.0,0 a 10,Diretor não encontrado,"Animação, Ação, Fantasia"
Kiss the Future,8.875,0 a 10,Nenad Cicin-Sain,Documentário
Paranoid Park,6.544,0 a 10,Gus Van Sant,"Drama, Crime"
Apollo 10 e Meio: Aventura na Era Espacial,7.027,0 a 10,Richard Linklater,"Animação, Comédia, Ficção científica"
The Paloni Show! Especial de Halloween,6.2,0 a 10,David Firth,"Animação, Comédia, Terror"
O Que de Verdade Importa,7.166,0 a 10,Paco Arango,"Família, Drama, Comédia"
A Parede,6.417,0 a 10,Julian Pölsler,"Ficção científica, Drama"
Mais do que Você Imagina,5.373,0 a 10,George Gallo,"Ação, Comédia, Crime, Romance"
Intragável Vinho Tinto,0.0,0 a 10,João Chimendes,
Gantz,6.559,0 a 10,Shinsuke Sato,"Terror, Ação, Ficção científica"
Centurião,6.21,0 a 10,Neil Marshall,"Aventura, Ação, Drama"
Iwo Jima - O Portal da Glória,6.4,0 a 10,Allan Dwan,"Guerra, Drama"
Surpresa em Dobro,5.555,0 a 10,Walt Becker,"Comédia, Família"
Dracula 3000,2.771,0 a 10,Darrell James Roodt,"Terror, Ficção científica"
Joey,5.632,0 a 10,Roland Emmerich,"Ficção científica, Fantasia, Terror, Aventura"
"Amigos, Amigos, Mulheres à Parte",5.6,0 a 10,Howard Deutch,"Romance, Comédia"
Snoopy Apresenta: A Escola da Lucy,7.375,0 a 10,Raymond S. Persi,"Família, Animação, Comédia"
A Duquesa,7.0,0 a 10,Saul Dibb,"Drama, História, Romance"
Blonde Squad,6.0,0 a 10,Benny Tjandra,Ação
Presto,7.787,0 a 10,Doug Sweetland,"Animação, Família, Comédia"
Na Pele de Minha Mãe,5.9,0 a 10,Kenneth Lim Dagatan,"Terror, Fantasia, Guerra"
A Assistente,6.289,0 a 10,Kitty Green,Drama
O Teorema Zero,6.101,0 a 10,Terry Gilliam,"Drama, Fantasia, Ficção científica"
Lanterna Verde: Primeiro Vôo,6.9,0 a 10,Lauren Montgomery,"Ação, Aventura, Animação, Fantasia, Ficção científica, Cinema TV"
"Big Pai, Big Filho 2",7.067,0 a 10,Jérémie Degruson,"Animação, Aventura, Família"
Fantasma 2,6.224,0 a 10,Don Coscarelli,"Ação, Terror, Ficção científica, Thriller"
No Balanço do Amor,6.524,0 a 10,Thomas Carter,"Drama, Família, Romance, Música"
A Mensageira,6.0,0 a 10,Zackary Adler,"Ação, Thriller, Aventura, Crime"
O Babá(ca),5.6,0 a 10,David Gordon Green,Comédia
Fall Guy,4.2,0 a 10,Joel Lamangan,Drama
Armadilha Explosiva,6.831,0 a 10,Vanya Peirani-Vignes,"Thriller, Drama"
Interlúdio,7.8,0 a 10,Alfred Hitchcock,"Thriller, Romance, Mistério"
La teta y la luna,6.2,0 a 10,Bigas Luna,"Drama, Comédia"
artist / autist,0.0,0 a 10,Lisa G,
Köksüz,5.9,0 a 10,Deniz Akçay,Drama
Noites de Terror,5.462,0 a 10,Dennis Donnelly,Terror
Espanglês,6.0,0 a 10,James L. Brooks,Comédia
O Sacrifício,4.296,0 a 10,Neil LaBute,"Terror, Mistério, Thriller"
O Insaciável,5.359,0 a 10,Aku Louhimies,"Drama, Romance"
Purple Rain,6.66,0 a 10,Albert Magnoli,"Drama, Música, Romance"
Grito de Horror,6.6,0 a 10,Joe Dante,Terror
Cirque du Soleil: A Jornada do Homem,7.0,0 a 10,Keith Melton,"Drama, Família, Música, Fantasia"
Sissi e Seu Destino,7.18,0 a 10,Ernst Marischka,"Romance, Drama, História"
Truck Stop Women,4.7,0 a 10,Mark L. Lester,"Ação, Drama, Crime"
Os Incompreendidos,8.0,0 a 10,François Truffaut,Drama
Truth or Dare,5.346,0 a 10,Nick Simon,"Terror, Fantasia, Mistério, Thriller, Ficção científica"
"Projeto Secreto, Macacos",6.284,0 a 10,Jonathan Kaplan,"Drama, Comédia"
Noites de Tormenta,6.245,0 a 10,George C. Wolfe,"Drama, Romance"
Vira-Lata,0.0,0 a 10,João Chimendes,Drama
eXistenZ,6.8,0 a 10,David Cronenberg,"Ação, Thriller, Ficção científica"
Ninotchka,7.5,0 a 10,Ernst Lubitsch,"Comédia, Romance"
Ancika: Dia yang Bersamaku 1995,6.0,0 a 10,Benni Setiawan,"Drama, Romance"
Terra Formars: Missão em Marte,6.089,0 a 10,Takashi Miike,"Ação, Terror, Ficção científica"
Jackass Apresenta: Vovô Sem Vergonha,6.112,0 a 10,Jeff Tremaine,Comédia
Duas Mulheres,7.837,0 a 10,Vittorio De Sica,"Drama, Guerra"
Coração de Dragão 2: Um Novo Começo,5.2,0 a 10,Doug Lefler,"Fantasia, Ação, Aventura, Comédia"
Freestyle,6.6,0 a 10,Maciej Bochniak,"Crime, Ação, Thriller"
Twitches: As Bruxinhas Gêmeas,6.7,0 a 10,Stuart Gillard,"Comédia, Drama, Família, Fantasia, Cinema TV"
A Lista: Você Está Livre Hoje?,5.963,0 a 10,Marcel Langenegger,"Thriller, Mistério"
Cidade das Mulheres,6.973,0 a 10,Federico Fellini,"Comédia, Aventura, Fantasia"
Soldado Anônimo: Lei do Retorno,6.534,0 a 10,Don Michael Paul,Guerra
Três é Demais,7.403,0 a 10,Wes Anderson,"Comédia, Drama"
O Preço da Traição,6.0,0 a 10,Lee Tamahori,"Drama, Mistério, Thriller, Crime"
Drive My Car,7.412,0 a 10,Ryūsuke Hamaguchi,Drama
Tomb of the River,6.3,0 a 10,Yoon Young-bin,"Ação, Crime, Drama"
Trash - A Esperança Vem do Lixo,7.098,0 a 10,Stephen Daldry,"Aventura, Crime, Drama, Thriller"
The Spirit: O Filme,4.74,0 a 10,Frank Miller,"Ação, Comédia, Crime, Fantasia, Drama"
Caçada Humana,7.08,0 a 10,Arthur Penn,"Crime, Drama"
Rastros de Ódio,7.7,0 a 10,John Ford,Faroeste
"Greystoke: A Lenda de Tarzan, o Rei da Selva",6.3,0 a 10,Hugh Hudson,"Aventura, Drama, Ação, Romance"
Monster High: Monster Fusion,7.7,0 a 10,William Lau,Animação
Para o Que Der e Vier,5.146,0 a 10,Matthew Weiner,Comédia
착한 엄마 친구,6.5,0 a 10,Kwak Yeong-geun,Romance
Hibla,3.0,0 a 10,Yam Laranas,"Romance, Drama"
O Oposto do Sexo,6.132,0 a 10,Don Roos,"Comédia, Drama"
Três Vezes Amor,6.941,0 a 10,Adam Brooks,"Comédia, Romance"
Altered Carbon: Nova Capa,6.527,0 a 10,Yoshiyuki Okada,"Animação, Ficção científica"
Mestres do Yin-Yang: O Sonho da Eternidade,7.37,0 a 10,Guo Jingming,"Ação, Drama, Fantasia, Mistério, Ficção científica"
A Lista do Sr. Malcolm,6.032,0 a 10,Emma Holly Jones,"Romance, Comédia, Drama"
O Homem Sem Sombra 2,4.9,0 a 10,Claudio Fäh,"Terror, Thriller, Ficção científica"
Bater ou Correr em Londres,6.129,0 a 10,David Dobkin,"Ação, Aventura, Comédia, Faroeste"
Detective Conan: The Bride of Halloween,6.5,0 a 10,Susumu Mitsunaka,"Animação, Ação, Crime, Mistério"
കുമ്പളങ്ങി നൈറ്റ്‌സ്,8.053,0 a 10,Madhu C. Narayanan,"Comédia, Drama, Romance"
Eu Ainda Estou Aqui,5.992,0 a 10,Casey Affleck,"Música, Comédia, Drama"
O Passado Não Perdoa,6.3,0 a 10,John Huston,"Faroeste, Drama, Romance"
O Mistério de Silver Lake,6.403,0 a 10,David Robert Mitchell,"Crime, Drama, Mistério"
Perfeitos Desconhecidos,7.866,0 a 10,Paolo Genovese,"Comédia, Drama"
American Ninja 2: A Volta do Guerreiro Americano,5.427,0 a 10,Sam Firstenberg,Ação
Familia Nacional,6.933,0 a 10,Marcelo Tobar,"Comédia, Ação"
Amante Obsessivo,6.313,0 a 10,David Winning,"Thriller, Cinema TV"
A Vingança do Dragão,6.638,0 a 10,Jackie Chan,"Ação, Comédia"
Concussão,5.198,0 a 10,Stacie Passon,Drama
"Patrick, Idade 1,5",6.806,0 a 10,Ella Lemhagen,"Drama, Comédia"
Jackass para Sempre,6.834,0 a 10,Jeff Tremaine,"Comédia, Documentário"
O Vampiro da Noite,7.245,0 a 10,Terence Fisher,Terror
D-Tox,5.6,0 a 10,Jim Gillespie,"Thriller, Crime, Terror"
Sublime Obsessão,6.8,0 a 10,Douglas Sirk,"Drama, Romance"
Quiz Show: A Verdade dos Bastidores,7.269,0 a 10,Robert Redford,"História, Drama, Mistério"
Super Size Me: A Dieta do Palhaço,6.766,0 a 10,Morgan Spurlock,Documentário
No Cair da Noite,5.6,0 a 10,Jonathan Liebesman,"Thriller, Terror"
Colegiais em Apuros,4.702,0 a 10,Deb Hagan,Comédia
Dumplin',6.793,0 a 10,Anne Fletcher,"Comédia, Drama"
Rock'N'Rolla: A Grande Roubada,6.961,0 a 10,Guy Ritchie,"Ação, Crime, Thriller"
A Jornada,6.3,0 a 10,Alice Winocour,Drama
Ragnarok,5.668,0 a 10,Mikkel Brænne Sandemose,"Ação, Aventura"
風に濡れた女,5.7,0 a 10,Akihiko Shiota,"Drama, Romance"
Uma Eleição Muito Atrapalhada,5.038,0 a 10,Donald Petrie,Comédia
Killshot - Tiro Certo,5.748,0 a 10,John Madden,"Crime, Drama, Thriller"
거미집,6.484,0 a 10,Kim Jee-woon,"Comédia, Drama, História"
O Chicote e o Corpo,6.508,0 a 10,Mario Bava,"Drama, Terror"
Um Dia nas Corridas,7.072,0 a 10,Sam Wood,"Comédia, Música"
A Guerra das Flechas,7.246,0 a 10,Kim Han-min,"Drama, Ação, História"
Guerra e Revolta,0.0,0 a 10,Kim Sang-man,"Ação, História, Drama, Thriller"
Ninjago: Mestres do Spinjitzu - Dia da Despedida,7.15,0 a 10,Peter Hausner,"Animação, Fantasia, Ação, Aventura, Cinema TV"
The Greasy Strangler,5.7,0 a 10,Jim Hosking,"Comédia, Terror, Thriller"
Repli-Kate,5.296,0 a 10,Frank Longo,"Ficção científica, Comédia"
Pokémon o Filme: Preto - Victini e Reshiram,6.55,0 a 10,Kunihiko Yuyama,"Animação, Família, Aventura, Drama, Fantasia"
Fresh: Inocência Perdida,7.148,0 a 10,Boaz Yakin,"Crime, Drama, Thriller"
Mr. Nanny: Uma Babá de Peso,5.073,0 a 10,Michael Gottlieb,"Família, Comédia"
Por Água Abaixo,6.318,0 a 10,David S. Ward,Comédia
As Loucas Aventuras de James West,5.323,0 a 10,Barry Sonnenfeld,"Ação, Aventura, Comédia, Ficção científica, Faroeste"
Emboscada,5.393,0 a 10,Edward Drake,"Ação, Aventura, Thriller"
Escola da Morte,5.584,0 a 10,Crispian Mills,"Ação, Comédia, Fantasia, Terror"
Essa é Minha Vida,6.66,0 a 10,Kevin Macdonald,"Drama, Ação, Thriller, Guerra"
